"Story","Title","Result","Date","Stability","Duration (s)"
"e2e test for search functionality.","ui and api testing scenario for Search with known keyword","SUCCESS","2021-12-24T21:55:18.0907591+03:00[Asia/Istanbul]","0.0","30.82"
